Date,Symbol,Dir,Filled,Result,Trigger,Stop,Exit,Qty,Gross,Net,R,rvol5,Source
2026-02-03,BALKRISIND,,N,skipped (atr14d_below_floor_0.00),,,,,,,,,reconstructed
2026-02-03,INDUSINDBK,,N,skipped (atr14d_below_floor_0.00),,,,,,,,,reconstructed
2026-02-03,BHARATFORG,,N,skipped (atr14d_below_floor_0.00),,,,,,,,,reconstructed
2026-02-03,AARTIIND,,N,skipped (atr14d_below_floor_0.00),,,,,,,,,reconstructed
2026-02-03,SRF,,N,skipped (atr14d_below_floor_0.00),,,,,,,,,reconstructed
2026-02-03,SONACOMS,,N,skipped (atr14d_below_floor_0.00),,,,,,,,,reconstructed
2026-02-03,KEI,,N,skipped (atr14d_below_floor_0.00),,,,,,,,,reconstructed
2026-02-03,POLICYBZR,,N,skipped (atr14d_below_floor_0.00),,,,,,,,,reconstructed
2026-02-04,PERSISTENT,S,N,skipped (no_confirm),5804,5852.4,,,,,,,reconstructed
2026-02-04,EXIDEIND,S,N,skipped (no_confirm),332.55,334,,,,,,,reconstructed
2026-02-04,ABCAPITAL,S,N,skipped (no_confirm),342.4,344.8,,,,,,,reconstructed
2026-02-04,COFORGE,S,Y,exited at stoploss,1593.7,1602.8,1601.3,35,-318,-382,-1.20,4.52644525068455,reconstructed
2026-02-04,HAL,S,N,skipped (no_confirm),4097.6,4123.6,,,,,,,reconstructed
2026-02-04,VBL,S,N,skipped (no_confirm),438.2,443.4,,,,,,,reconstructed
2026-02-04,MANKIND,S,Y,exited at 15:15,2126.9,2137.95,2093.9,26,536,475,1.65,4.151145543827312,reconstructed
2026-02-04,TCS,S,Y,exited at 15:15,3031.2,3049.5,2999.7,18,536,476,1.45,3.9471788006249753,reconstructed
2026-02-05,TRENT,L,Y,exited at stoploss,2673,2658.2,2701.1,21,-311,-375,-1.21,6.99861750056838,reconstructed
2026-02-05,TRENT,L,Y,exited at stoploss,2673,2658.2,2671.8999999999996,21,-311,-374,-1.20,6.99861750056838,reconstructed
2026-02-05,NHPC,L,Y,exited at 15:15,80,79,80.16,703,569,508,0.72,6.620633103576436,reconstructed
2026-02-05,CUMMINSIND,L,Y,exited at stoploss,4190,4166.25,4187.55,13,-309,-370,-1.20,3.2744668242670625,reconstructed
2026-02-05,CUMMINSIND,L,Y,exited at stoploss,4190,4166.25,4250.75,13,-309,-371,-1.20,3.2744668242670625,reconstructed
2026-02-05,IOC,L,N,skipped (no_confirm),178,177,,,,,,,reconstructed
2026-02-05,TATAPOWER,L,N,skipped (no_confirm),366.4,365.3,,,,,,,reconstructed
2026-02-05,NYKAA,L,Y,exited at stoploss,258.2,257,257.3,217,-260,-333,-1.28,2.8464360528612827,reconstructed
2026-02-05,NYKAA,L,Y,exited at stoploss,258.2,257,257.23,217,-260,-333,-1.28,2.8464360528612827,reconstructed
2026-02-05,GODREJCP,L,N,skipped (no_confirm),1173.9,1170.75,,,,,,,reconstructed
2026-02-05,MARICO,L,N,skipped (no_confirm),745.8,743.85,,,,,,,reconstructed
2026-02-06,NYKAA,L,Y,exited at stoploss,271,269.75,273.1,207,-259,-332,-1.28,19.415701506327327,reconstructed
2026-02-06,NYKAA,L,Y,exited at 15:15,271,269.75,277.84,207,859,797,3.08,19.415701506327327,reconstructed
2026-02-06,LICI,L,Y,exited at stoploss,439.9,438.9,444.85,127,-127,-196,-1.54,11.754663845630606,reconstructed
2026-02-06,LICI,L,Y,exited at 15:15,439.9,438.9,451.2,127,800,738,5.81,11.754663845630606,reconstructed
2026-02-06,KAYNES,L,Y,exited at stoploss,3532,3505.85,3518.95,15,-392,-451,-1.15,6.981430031659974,reconstructed
2026-02-06,KAYNES,L,Y,exited at stoploss,3532,3505.85,3506.35,15,-392,-451,-1.15,6.981430031659974,reconstructed
2026-02-06,ADANIPORTS,L,N,skipped (no_confirm),1575.5,1567.9,,,,,,,reconstructed
2026-02-06,MGL,L,Y,exited at stoploss,1085,1082.25,1095.05,51,-140,-204,-1.46,4.23877670424896,reconstructed
2026-02-06,MGL,L,Y,exited at stoploss,1085,1082.25,1089.35,51,-140,-204,-1.46,4.23877670424896,reconstructed
2026-02-06,POLICYBZR,L,Y,exited at 15:15,1525.9,1512.9,1525.5,36,-324,-385,-0.82,4.189977511335961,reconstructed
2026-02-06,HEROMOTOCO,S,N,skipped (no_confirm),5715.5,5730.9,,,,,,,reconstructed
2026-02-06,UNOMINDA,S,Y,exited at stoploss,1197.2,1202.6,1191.4999999999998,46,-248,-311,-1.25,3.1880285379014714,reconstructed
2026-02-06,UNOMINDA,S,Y,exited at 15:15,1197.2,1202.6,1158.4,46,1357,1297,5.22,3.1880285379014714,reconstructed
2026-02-09,KALYANKJIL,L,Y,exited at stoploss,407.7,405.9,416.45,137,-247,-316,-1.28,13.638976361711196,reconstructed
2026-02-09,KALYANKJIL,L,Y,exited at stoploss,407.7,405.9,414.8,137,-247,-316,-1.28,13.638976361711196,reconstructed
2026-02-09,SHREECEM,L,Y,exited at stoploss,26970,26917.25,27047.25,2,-105,-165,-1.57,12.311633753958278,reconstructed
2026-02-09,SHREECEM,L,Y,exited at stoploss,26970,26917.25,27002.25,2,-105,-165,-1.57,12.311633753958278,reconstructed
2026-02-09,SBIN,L,Y,exited at 15:15,1135,1132.1,1146.9,49,564,502,3.53,9.509188321718218,reconstructed
2026-02-09,MGL,L,Y,exited at stoploss,1176.6,1172.05,1172.75,47,-214,-277,-1.30,4.671424695120478,reconstructed
2026-02-09,SIEMENS,S,N,skipped (no_confirm),3036.7,3050.5,,,,,,,reconstructed
2026-02-09,TATASTEEL,S,Y,exited at stoploss,199,200,200.19,282,-282,-626,-2.22,3.55959666693137,reconstructed
2026-02-09,TORNTPOWER,S,Y,exited at stoploss,1419.3,1423.8,1423.4,39,-175,-238,-1.36,3.269075387966708,reconstructed
2026-02-09,GODREJCP,S,N,skipped (no_confirm),1170,1172.8,,,,,,,reconstructed
2026-02-10,BSE,L,Y,exited at stoploss,3150,3138.15,3152.55,17,-201,-261,-1.30,4.67295216237988,reconstructed
2026-02-10,BSE,L,Y,exited at stoploss,3150,3138.15,3154.25,17,-201,-262,-1.30,4.67295216237988,reconstructed
2026-02-10,AUROPHARMA,L,N,skipped (no_confirm),1218.7,1213.8,,,,,,,reconstructed
2026-02-10,KALYANKJIL,S,Y,exited at stoploss,432.4,435.1,433.85,130,-351,-419,-1.19,3.290443968835214,reconstructed
2026-02-10,KALYANKJIL,S,Y,exited at stoploss,432.4,435.1,433.70000000000005,130,-351,-419,-1.19,3.290443968835214,reconstructed
2026-02-10,ZYDUSLIFE,S,Y,exited at 15:15,903.75,906.45,888.7,62,877,816,4.87,3.210430687959797,reconstructed
2026-02-10,LUPIN,L,N,skipped (no_confirm),2233.8,2227.6,,,,,,,reconstructed
2026-02-10,TITAGARH,L,N,skipped (no_confirm),798.75,796.95,,,,,,,reconstructed
2026-02-10,TITAN,S,Y,exited at stoploss,4267.6,4279.25,4265.75,13,-151,-213,-1.41,2.3180324414782714,reconstructed
2026-02-10,TITAN,S,Y,exited at stoploss,4267.6,4279.25,4272.849999999999,13,-151,-213,-1.41,2.3180324414782714,reconstructed
2026-02-10,BLUESTARCO,L,Y,exited at stoploss,1971.5,1963.9,1978,28,-213,-275,-1.29,2.25145578828285,reconstructed
2026-02-10,BLUESTARCO,L,Y,exited at stoploss,1971.5,1963.9,1964.5,28,-213,-275,-1.29,2.25145578828285,reconstructed
2026-02-11,JUBLFOOD,S,Y,exited at 15:15,557.6,559.4,547.55,100,915,854,4.74,43.27330899118592,reconstructed
2026-02-11,APOLLOHOSP,L,Y,exited at stoploss,7550,7535.7,7589.2,7,-100,-159,-1.59,14.100451015384534,reconstructed
2026-02-11,APOLLOHOSP,L,Y,exited at stoploss,7550,7535.7,7579.2,7,-100,-159,-1.59,14.100451015384534,reconstructed
2026-02-11,TORNTPOWER,S,N,skipped (no_confirm),1397.7,1402.65,,,,,,,reconstructed
2026-02-11,EICHERMOT,L,Y,exited at stoploss,7707,7691.1,7766.6,7,-111,-172,-1.54,11.979137655009907,reconstructed
2026-02-11,EICHERMOT,L,Y,exited at stoploss,7707,7691.1,7754.1,7,-111,-171,-1.54,11.979137655009907,reconstructed
2026-02-11,BRITANNIA,L,N,skipped (no_confirm),6156,6145.1,,,,,,,reconstructed
2026-02-11,BHEL,L,N,skipped (no_confirm),263.25,262.4,,,,,,,reconstructed
2026-02-11,TITAN,S,Y,exited at stoploss,4313.5,4324.7,4320.599999999999,13,-146,-208,-1.43,7.61902669763911,reconstructed
2026-02-11,TITAN,S,Y,exited at 15:15,4313.5,4324.7,4251.1,13,766,704,4.84,7.61902669763911,reconstructed
2026-02-11,ASTRAL,L,N,skipped (no_confirm),1578,1574.1,,,,,,,reconstructed
2026-02-12,SJVN,L,N,skipped (no_confirm),82,81,,,,,,,reconstructed
2026-02-12,BHEL,L,Y,exited at stoploss,261.8,260.8,261,214,-214,-286,-1.34,19.61675930786927,reconstructed
2026-02-12,DIVISLAB,S,N,skipped (no_confirm),6201.5,6227.85,,,,,,,reconstructed
2026-02-12,MFSL,L,Y,exited at stoploss,1771.4,1767.15,1767.85,31,-132,-194,-1.47,7.730509151505969,reconstructed
2026-02-12,MFSL,L,Y,exited at 15:15,1771.4,1767.15,1817.5,31,1352,1291,9.80,7.730509151505969,reconstructed
2026-02-12,TECHM,S,Y,exited at stoploss,1571.6,1577.8,1571.7,35,-217,-279,-1.29,3.5657729364347817,reconstructed
2026-02-12,TECHM,S,Y,exited at stoploss,1571.6,1577.8,1568.4,35,-217,-279,-1.29,3.5657729364347817,reconstructed
2026-02-12,LAURUSLABS,S,N,skipped (no_confirm),985,988.8,,,,,,,reconstructed
2026-02-12,ASHOKLEY,L,Y,exited at stoploss,209,208,209.8,269,-269,-600,-2.23,3.1081167284346036,reconstructed
2026-02-12,ASHOKLEY,L,Y,exited at 15:15,209,208,211.11,269,594,533,1.98,3.1081167284346036,reconstructed
2026-02-12,COFORGE,S,Y,exited at stoploss,1450,1456.55,1447.25,38,-249,-311,-1.25,2.976399302124335,reconstructed
2026-02-12,COFORGE,S,Y,exited at stoploss,1450,1456.55,1450.6499999999999,38,-249,-311,-1.25,2.976399302124335,reconstructed
2026-02-13,MUTHOOTFIN,S,Y,exited at 15:15,3660.3,3676.3,3583.5,15,645,585,2.44,16.99105844006761,reconstructed
2026-02-13,PIIND,L,Y,exited at stoploss,3189.2,3177.25,3189.05,17,-203,-264,-1.30,9.752308592957087,reconstructed
2026-02-13,PIIND,L,Y,exited at stoploss,3189.2,3177.25,3186.05,17,-203,-264,-1.30,9.752308592957087,reconstructed
2026-02-13,KPITTECH,S,Y,exited at stoploss,839.2,843,842.1999999999999,67,-255,-320,-1.26,6.53286256654511,reconstructed
2026-02-13,KPITTECH,S,Y,exited at stoploss,839.2,843,838.9,67,-255,-319,-1.25,6.53286256654511,reconstructed
2026-02-13,INDHOTEL,S,N,skipped (no_confirm),685.85,687.5,,,,,,,reconstructed
2026-02-13,INFY,L,Y,exited at stoploss,1296,1289.7,1293,43,-271,-335,-1.23,5.2208415391109515,reconstructed
2026-02-13,INFY,L,Y,exited at 15:15,1296,1289.7,1339.6,43,1810,1749,6.46,5.2208415391109515,reconstructed
2026-02-13,BIOCON,L,N,skipped (no_confirm),379.55,378.45,,,,,,,reconstructed
2026-02-13,TECHM,L,Y,exited at 15:15,1503,1496.35,1534.2,37,1025,964,3.92,4.646463680817216,reconstructed
2026-02-13,IRCTC,S,N,skipped (no_confirm),621.8,623.1,,,,,,,reconstructed
2026-02-16,TORNTPHARM,L,Y,exited at stoploss,4259.9,4252.2,4260,13,-100,-162,-1.62,17.392976706008653,reconstructed
2026-02-16,TORNTPHARM,L,Y,exited at stoploss,4259.9,4252.2,4256.8,13,-100,-162,-1.62,17.392976706008653,reconstructed
2026-02-16,GMRAIRPORT,L,Y,exited at 15:15,99,98,100.65,568,858,796,1.40,6.131275605939209,reconstructed
2026-02-16,MANAPPURAM,S,N,skipped (no_confirm),295.35,296.5,,,,,,,reconstructed
2026-02-16,ALKEM,L,Y,exited at stoploss,5518,5499.45,5515.45,10,-186,-247,-1.33,5.2559513007902074,reconstructed
2026-02-16,ANGELONE,L,Y,exited at stoploss,254,252.95,256.84999999999997,221,-232,-306,-1.32,4.327300572165635,reconstructed
2026-02-16,ANGELONE,L,Y,exited at stoploss,254,252.95,255.64999999999998,221,-232,-306,-1.32,4.327300572165635,reconstructed
2026-02-16,PPLPHARMA,L,N,skipped (no_confirm),170,169,,,,,,,reconstructed
2026-02-16,INOXWIND,S,Y,exited at stoploss,101,102,101.2,556,-556,-1173,-2.11,3.7628579440538292,reconstructed
2026-02-16,INOXWIND,S,Y,exited at stoploss,101,102,102.41,556,-556,-1174,-2.11,3.7628579440538292,reconstructed
2026-02-16,IGL,L,Y,exited at stoploss,172,171,170.25,327,-327,-716,-2.19,3.3899970889688036,reconstructed
2026-02-16,IGL,L,Y,exited at 15:15,172,171,171.3,327,16,-45,-0.14,3.3899970889688036,reconstructed
2026-02-17,TIINDIA,S,Y,exited at 15:15,2480.4,2493.1,2459.3,22,455,395,1.42,3.4621239089150437,reconstructed
2026-02-17,ASIANPAINT,L,N,skipped (no_confirm),2452.4,2447.15,,,,,,,reconstructed
2026-02-17,GMRAIRPORT,L,Y,exited at stoploss,102,101,100.9,551,-551,-1164,-2.11,3.1807442308116576,reconstructed
2026-02-17,FEDERALBNK,S,N,skipped (no_confirm),283.05,283.8,,,,,,,reconstructed
2026-02-17,HINDALCO,S,Y,exited at stoploss,884.45,887.55,886.5999999999999,63,-195,-260,-1.33,1.9952737210838816,reconstructed
2026-02-17,LUPIN,L,Y,exited at stoploss,2250,2244.65,2251.4500000000003,25,-134,-197,-1.47,1.6618452855497763,reconstructed
2026-02-17,LUPIN,L,Y,exited at stoploss,2250,2244.65,2247.4500000000003,25,-134,-197,-1.47,1.6618452855497763,reconstructed
2026-02-17,PNB,L,Y,exited at 15:15,118,117,121.3,476,1480,1418,2.98,1.6596521337873096,reconstructed
2026-02-17,SUPREMEIND,S,N,skipped (no_confirm),3873.3,3884.55,,,,,,,reconstructed
2026-02-18,DABUR,S,Y,exited at stoploss,508.7,509.65,507.25,110,-104,-171,-1.64,11.458583518778848,reconstructed
2026-02-18,DABUR,S,Y,exited at stoploss,508.7,509.65,509.2,110,-104,-171,-1.64,11.458583518778848,reconstructed
2026-02-18,ICICIGI,L,N,skipped (no_confirm),1983.1,1979.1,,,,,,,reconstructed
2026-02-18,RBLBANK,L,N,skipped (no_confirm),326.85,326.05,,,,,,,reconstructed
2026-02-18,INOXWIND,L,N,skipped (no_confirm),103,102,,,,,,,reconstructed
2026-02-18,UNIONBANK,L,Y,exited at 15:15,192,191,193.16,292,400,338,1.16,2.702582120950011,reconstructed
2026-02-18,COLPAL,S,N,skipped (no_confirm),2148.7,2153,,,,,,,reconstructed
2026-02-18,SRF,L,Y,exited at stoploss,2731.7,2721.85,2723.9500000000003,20,-197,-258,-1.31,2.4943532024400077,reconstructed
2026-02-18,SRF,L,Y,exited at stoploss,2731.7,2721.85,2724.15,20,-197,-258,-1.31,2.4943532024400077,reconstructed
2026-02-18,INFY,S,Y,exited at stoploss,1333.7,1340.1,1336.4999999999998,42,-269,-332,-1.24,2.1409116449455503,reconstructed
2026-02-19,NCC,L,Y,exited at 15:15,146,145,149.69,385,1421,1359,3.53,20.578787176508115,reconstructed
2026-02-19,RBLBANK,L,Y,exited at stoploss,333.8,333,333.34999999999997,168,-134,-205,-1.52,4.229510841400526,reconstructed
2026-02-19,RBLBANK,L,Y,exited at stoploss,333.8,333,334,168,-134,-205,-1.52,4.229510841400526,reconstructed
2026-02-19,JSWENERGY,L,N,skipped (no_confirm),495.7,494.5,,,,,,,reconstructed
2026-02-19,COLPAL,L,Y,exited at stoploss,2225.2,2220.75,2223.65,25,-111,-174,-1.56,3.195569564737606,reconstructed
2026-02-19,COLPAL,L,Y,exited at stoploss,2225.2,2220.75,2222.25,25,-111,-174,-1.56,3.195569564737606,reconstructed
2026-02-19,OIL,S,N,skipped (no_confirm),461.6,463.35,,,,,,,reconstructed
